id1,id2,7/24/2015,8/1/2015,8/22/2015,8/30/2015
ZW_NET115,KO_NET215,,,,
ZW_NET115,LN_NET215,,,,
ZW_NET115,PB_NET217,,,,
ZW_NET115,SY_NET217,,,,
ZW_NET115,UA_NET119,,,,
ZW_NET115,VZ_NET119,,,,
ZW_NET115,WP_SAND17,,,,
ZW_NET115,XO_SAND17,,,,
ZW_NET115,YN_SAND17,,,,
ZW_NET115,ZM_SAND17,,,,
